Text,Rating,Drug
I would have given it a 10 because I felt it was really working for me. But....after about 6 days of having a horrible stomach ache I've thrown in the towel. I just can't take it. I'm really bummed out because I can't take Metformin either. :(,6.0,Sitagliptin
"My insurance refused to pay for my oseni they told my Dr to try januvia. During the first 7 days I developed a constant cough along with upper stomach pain and diarrhea I stopped med and symptoms ceased, started back on meds yesterday and severe stomach pain returned along with diarrhea. Stopping this med for good - it's not good for me, the side affects are  too painful.",1.0,Sitagliptin
"I have been on Januvia for 6 months. My sugar levels are great. No side effects. It makes me feel not hungry. I was taking Amaryl once a day and metformin twice a day, plus Diovan for blood pressure. Now I am only on Januvia. I started going to the gym and eating healthier, I now have lost 60 lbs. Personally it is the best medicine I have found.",10.0,Sitagliptin
"Endo prescribed Januvia along with Farxiga and Metformin 4 months ago.  Regular ER Metformin caused horrid gastric distress (diarrhea.)  Two doses of Januvia and the upper abdominal ache started, constipation, scalp itching, fatigue and extremely high blood sugars.     Now prescribed TEVA manufacturer Metformin instead of the generic brand  that costs nothing at certain pharmacies.    TEVA doesn't use the same fillers as the other Metformin - I take two with dinner and working to got to four a day with no GI issues.   Before Januvia my sugar was controlled - never going over 180.    With Januvia and Farxiga my readings are in the high 100s, 200+ - I called my endo and told her I had stopped the Januvia (stomach ache is gone).   She said to also stop Farxiga since it appears that both drugs are not helping my sugars.    I am going back to my routine I had BEFORE  Farxiga and Januvia.     Those two drugs cost is $1600 each for three months WITH excellent insurance.",1.0,Sitagliptin
I took Januvia as a replacement for Metformin for a short period of time and found it caused me to start experiencing shortness of breath. I quit after anther Dr told me januvia was the cause of the problem. Since quitting Januvia I continue to have shortness of breath and with even very little activity I experience chest pain. My cardiologist assures me I have no heart problems and no blockage but does NOT know what is causing my chest pain. I am beginning to think that my chest pain is being caused by a permanent damage from the Januvia to my breathing resulting in my chest pain. I am now on insulin.,2.0,Sitagliptin
I have been diabetic since 1989 and have gotten worse over the years.  My A1C has been climbing steadily.  I take Metformin 2500 mg per day.  In March my Dr started me on Januvia also and I can't believe the difference.  My A1C went from 9.4 to 7.0 in 4 months.  I am also surprised I haven't had any side effects because it seems many meds bother me.  My problem now is my new health insurance won't cover Januvia as of Jan 2016.  Yuck.,10.0,Sitagliptin
"Works real good, my doctor is happy now. The only side effect is large hard stool which plugs the bathroom plumbing up every time, so I need to carry a plunger with me when away from home. Have been on it for about 3 months now, 100mg daily, along with 1000mg Metformin twice daily, and 4mg Glipizide twice daily.",10.0,Sitagliptin
"My a1c was under 7 with Metfomin  and starlix. My Dr added Januvia 100 mg. My a1c increased over 7. The worst part was, my eyes started itching badly and got swollen. Once I stopped Januvia my eyes got normal again.",1.0,Sitagliptin
"I've been on Januvia for about 5 months after being on Metformin alone twice a day for 6 months. My average blood glucose before meal is in the 80s even though I am non compliant with my exercise schedule, I have to admit it. But I noticed mild knee pain, not sure if it is related to medicines. Other than that I'm happy with Januvia.",9.0,Sitagliptin
Worst drug i've ever been on. My sugars went from a controlled 120 to over 350 in a matter or weeks. Invokana was giving me severe yeast infections so I asked for a change. Now i don't have YI but this medication doesn't do anything to lower my sugar. If anything it makes my sugar higher. Seeing my doctor Thursday to switch back or to something else.,1.0,Sitagliptin
"Januvia side effects include crippling, debilitating pain, and swelling. Dad's been taking it since March 2015,  and by August could barely walk.  He had joint swelling, and excruciating pain.  Doctor after doctor visit.  No clue! Called me,  his daughter,  RN BSN, and we returned to the doctor wanting to know why he didn't know more about this drugs side effects. NONE OF THEM DO! A friend veteran, same thing.  Could hardly Stanfield the pain,  talking about swollen and angioedema. They even ran heart tests! It was the Januvia,  and my dad, and the vet, taken off Januvia have completely recovered. The veteran had even been referred to a rheumatologist. My dad is now taking chromium type supplements, and watching his carbs. Doing very well.",2.0,Sitagliptin
This drug came after a bad reaction to Metformin.  It is definitely not any better.  From day one I have had diarrhea.  And the heaviness in my arms is still present.  Now the leg spasms are showing up but it is the abdominal pain and the excruciating back pain that take this drug out of the running.  I am coming off of it.  I can't afford for this drug to kill me.  Nausea has been a problem within 3 days of beginning it. Be wary. . .be alert.,1.0,Sitagliptin
"I couldn't tolerate metformin at all.  Moving to Januvia was wonderful. I've been on it for a year and a half and have had no side effects whatsoever. Blood glucose numbers and A1c (5.7!) have been good, but I also exercise and closely watch my diet.",10.0,Sitagliptin
"Aug. 20, 2018 - After 10 days of taking Januvia 25 mg per day along with Metformin 500 mg twice a day , I started getting upper abdominal pain and back pain at the same time.  The pain came and went all day long. At first I didn't connect it to the Januvia, but after 5 days of the pain getting worse I called my doctor's office.  They told me to go straight to the ER at the hospital. I had blood work done, an EKG and an ultrasound of the affected area.  Everything came back negative.  I was told to discontinue the Januvia and go on a very light diet of broth, juice, etc. which is what I did.  It took 5 days before the pain subsided. I have done a lot of research online since then and I see I'm not the only one that had this problem.",1.0,Sitagliptin
"I had a 9.6 A1C. I have been on Januvia approx. 1 year, taking 100mg daily. My A1C dropped to 6.1 in 3 months. My doctor said try taking half of pill for next 3 months. My  A1C is now 5.1. No side effects. I also am a sepsis shock surviver from 2016. I left hospital with 50% kidney function and continue having same function numbers having my kidneys checked regularly. Ty",10.0,Sitagliptin
"Been taking Januvia for almost 2 wks .... almost instantly had difficulty breathing, rapid heart beat and coughing. I have more energy but i don't  like the side effects.
i have a hard time talking bc I'm constantly coughing and thats not good especially when you're  a college instructor. Just called my MD to see if there's something else i can try.",3.0,Sitagliptin
"Took januvia for two months and started to get joint pain which got so severe I could hardly walk. I have been off it for one week but still have pain in my legs especially the right. Would never recommend this drug to anyone, the side effects are really bad. The medication is expensive.",,Sitagliptin
Took Januvia for several years.  Had tightness/pain in my lower abdomen which I  assume was related to my pancreas.  Blood sugars did not get lowered.  Stopped taking Januvia and my sugars went down 30 points.  My cost went from $47 to $167 for 30 day supply because of Medicare Donut Hole so I had to stop.  Drug is way to expensive for what it does.,5.0,Sitagliptin
"Not sure about any medicine I take.  But Januvia was 56 bucks in Sept 14, now it is 96 bucks,  Got a letter from them after complaining, their answer priced competitively, what does that mean when there is not competition?????   There is no Generic and they know it.  

Tempted to take myself off of it, found that if I forget it for two days, I crash when resuming the medicine..",3.0,Sitagliptin
"I took Januvia for a few months to lower my A1C prescribed by my endocrinologist’s APN & my PCP took me off because she didn’t see the benefits and didn’t understand why I was prescribed it in the first place. My PCP said Januvia is usually prescribed for older patients (80 years +) with kidney issues. I am 50 & no kidney problems, but I experienced horrible stomach issues on Januvia and regretted taking it. Why is this being prescribed. It didn’t work for me & didn’t lower my A1C. Period.",1.0,Sitagliptin
"Taken for 3 days. I have cough- respiratory problems- put on inhalers.  Diarrhea, savage pain at night that I feel like I will not live until morning. Quit taking it and reading all the side effects with it I wonder why this is even prescribed. I hope the side effects go quickly. I can hardly walk and breathe at the same time. Only on 3 days.",,Sitagliptin
"I have been on Junuvia for eight weeks. No side effects, no problems. The blood sugar two hours after eating is well below  120. However the fasting blood sugar level does not dro below 100. Overall I am very satisfied. It is very expensive but good.",10.0,Sitagliptin
I am  unable to take this medication because Merck will not let me use the coupon because I am on medicaid. What difference does it make what insurance I have if they are not covering it and I have to pay cash anyway? I find this discriminatory. The coupon should be available for anyone paying for the medication.,1.0,Sitagliptin
"I took Januvia for about five to six months. This was back in early 2012.
I developed the side effect of  terrible tremors.
I finally stopped taking it.
Although the tremors and handshaking lessened, they have never gone away.",,Sitagliptin
Started Januvia a week and a half ago - metformin gave me major gastric distress.    Januvia has been horrid - upper abdominal ache and constipation.    My blood sugars have been very high since starting Januvia.    Sugars have never been above 190 until Januvia.    I am going back to metformin and deal with the diarrhea.    I will let my doctor know what is going on again.,1.0,Sitagliptin
"Love this Drug. I have been on Januvia for at least a year and a half now. When I started, I noticed that in combination with metformin, if I am walking or exercising, within few (1-3) hours after taking a pill, my sugars are terrific and going down significantly. I couldn't achieve this with Gliburide and metformin alone. I used to have under-skin tissues all over the body formed like it is a bulge under skin, many bulges actually. After I started Januvia all those accumulations of tissue disappeared.",10.0,Sitagliptin
"Terrible drug worked ok the first few weeks then I began developing the most severe diarhea and dysentery I would spend 3 or 4 days glued to the toilet going through 20 to 30 pair of underwear (diapers).   I was pooping in my sleep in bed.  The dysentery went away when I discontinued the pills but came back immediately when I resumed taking them.  Became dehydrated, shortness of breath, sweating, dizzy, vomiting dry heaves and felt weak, severe stomach cramps ended up in the ER room with an IV drip of morphine to stop the pain.  I almost died.",1.0,Sitagliptin
"Very frequent need to go to the toilet after two months of Januvia dose 100mg once a day, like need to go to the toilet every thirty minutes day or night. It's the first time I have seen this although had type 2 diabetes for more than thirty years.stopped using it and its getting better now.",1.0,Sitagliptin
I've been taking Januvia for 6 months along with Metformin and Jardiance and my A1C went from 9.6 to 8.2 so the combination is working some. The only side effect I'm having is itching and it is bothersome. I will see if there is something new I can take other than Januvia because of this daily itching. Other than that no side effects .....So far....,6.0,Sitagliptin
"My mother had a slight diabetic condition, she took Metformin to control  her condition. Then her Doctor suggested she start Januvia. She only took Januvia for less than 90 days. Eight months later, she was rushed to the hospital when her eyes had a yellow tint. That night she was diagnosed with Stage 4 pancreatic cancer, that had spread to her liver. The doctors told us she ",,Sitagliptin
"My body had developed resistance for the  sitagliptin after 45 days of use. It worked fine with my body for 40-45 days, and became ineffective later. My doctor switched me to glipizide/glimepiride which works with my body effectively even after 1 year use along with metformin combination.",2.0,Sitagliptin
"I have been on Januvia 100 mg for about 1 year, 1 pill per day, my blood sugars ran from 124 to 138. The past 4 weeks my doctor increased it to 3 times a day, because my blood sugar started to go up to 152-240. I wish I knew what happened. My diet is the same and at first I lost weight and now am at a stand still. Maybe I should change. I have trouble sleeping and take something for that. Hope it will change soon.",5.0,Sitagliptin
"I was initially on Januvia but didn't find it effective. My sugar levels were good in the morning (105), but skyrocketed to 160  after eating a meal. I ended up switching to Janumet, which is Januvia   Metformin. The Janumet helped but was later supplemented with Amaryl. From my experiences, the only positive feedback about Januvia or Januvia-based medicines is that they do not cause hypoglycemia.",3.0,Sitagliptin
Just started taking Januvia 100mg. Thirty days and it's dropped my blood sugar level from 200+ to an average of approximately 150 without any known side effects. Praise God and Januvia Pharmaceuticals.,10.0,Sitagliptin
"Although only taking it for 3 months now -- I basically feel a lot better and the sugars are at a moderate level to lower. I do not feel as hungry as I usually do. There has been some problems with constipation, though not bad.",8.0,Sitagliptin
"Have been on metformin 2.5g, glimepride 4mg, Januvia 100mg reading now 6.3 3 months on Januvia for 12 months. No weight gain, no side effects. Was on Actos, gained 4kg, had hypos readings above 7. 3 months all the time, less hunger pain no hypos, best readings in 3 years.",9.0,Sitagliptin
Am taking Metformin and Glipizide. That was not getting the numbers under 7 so Doctor added Actos. I gained 20 lbs in 3.5 months. Doctor has switched me to Januvia instead of Actos. Only second week but side effects have been minimal (some sleep issues). The big thing is no longer feeling hungry all the time. We'll see how the numbers turn out in 2 months.,6.0,Sitagliptin
I have been on Januvia for 3 weeks and my blood readings have been in the 170s or higher.  When I was on Actos my levels were 120 and below.  What am I doing wrong?  I have not lost any weight from my ,,Sitagliptin
"Keeps control of sugar, but having headaches, ear problem, insomnia, joint aches/pains, upper left side stomach sharp pains, gasping for breath...
Not sure if from Januvia...how can I be sure w/o going to Dr.?",7.0,Sitagliptin
"Januvia seems to be working but I've been having constant headaches and a sore throat. I'd rate it a 10 but I couldn't because of the  side effects, which I hope go away because I don't want to keep popping Tylenol.",8.0,Sitagliptin
I am taking this with Levemir and my sugar is controlled for the 1st time in ages.  I was supposed to be taking regular insulin but I am unable to be compliant so my doctor suggested this as something to try to bring my sugar down at least a little.  To my surprise it is working very well.,10.0,Sitagliptin
"Warning! If you value your eyesight you will not take this drug! I have been considered diabetic for over 8 years now and was on 4 mg of Amryl daily. I went to doctor for routine bloodwork and found that my A1C had increased so I was prescribed Januvia. After taking this drug for 3 days I became very nearsighted even with my glasses on. I have not had a vision change in over 30 years even when at times my blood sugar had gotten high. I immediately realized that the onset correlated with when I started taking Januvia. I went to the optometrist and confirmed what was true, that Januvia had caused this. I quit taking it with the hope that my eyesight would correct itself once the drug was out of my system. 3 months later my eyesight is no better. I truly believe this medication destroyed my eyesight and I would sue the company if knew I could win, but I know this would be blamed on blood sugar level fluctuating. I know my own body and I know what really happened.",1.0,Sitagliptin
"Worst medication I have ever taken (so far).  
My insurance, like most people limits what I'm -allowed- to take to stay alive, well this almost finished me off.    
My blood sugar spiked from 250 on no meds, to 500 on Januvia, I broke out in hives and had flu-like symptoms. I actually dragged myself in for a covid test thinking I had gotten sick.   
After missing a dose do to my ill health, I noticed my symptoms started to decrease and my blood sugar started going down. As soon as I went back on it, everything returned.   
NEVER AGAIN!!!",1.0,Sitagliptin
"Been taking januvia for 7 months, blood glucose was 26, I take 1000 metformin ay night, 34 units of insulin in the morning with januvia. With exercise my blood glucose is now between 4.4 and 7.8. 4.4 if I exercise but goes up once I eat. My joint pain side effects is excruciating at night. In shins, knee, fingers. I have ceased taking januvia a few times for 4 days to a wèek and the joint pain stopped but I always continued. It has helped my swollen legs and helped me in other ways.  My joint pain is terrible tonight. I rub peppermint oil on my legs or difflam cream and take paracetamol rapid. Sometimes it doesn't help so I cease taking the tablet to stop the pain only for a few days. I take metamucil for the runs and cut back on veggies and eat superfoods instead.",7.0,Sitagliptin
"I was on Metformin 1000mg a day ,and I began to have severe diarrhea, but my blood sugar (BS) was under control. My Dr. took me off of Metformin and put me on Januvia 100mg a day, now my BS has increased. I informed her and now I’m being prescribed glipizide starting today. So we will see what happens.",1.0,Sitagliptin
"I was taking 25mg Januvia  twice per day for about 3 months.  I just tapered off about one month ago and will NOT use it again.   I experienced increased hunger- a known side effect - and gained 12 pounds or more in 3 months.  I stopped using it about a month ago and have already lost about 9 pounds, with no change in diet or exercise.   I was suspicious all along it was this drug causing the weight gain -because nothing else had changed with my diet or exercise.  Also, the drug made very little difference to my daily glucose levels, which I check several times daily.   Not worth the risks or the cost.  I am sticking to metformin which has done wonders for me.",1.0,Sitagliptin
"Januvia only worked for me for a few months.   I would take it with a small breakfast.  It would help a little with high glucose at that meal.   The rest of the day the glucose would get high at every meal.  I'm disgusted with Januvia.   Actually I'm disgusted with doctors.   I also take insulin once a day, as I don't make enough of my own.",1.0,Sitagliptin
"After 1 and a half months on Januvia I started feeling real bad like my hormones was all out of place I told my doctor and she told me to stay on Januvia so I did for 3 and a half months and so contacted her again with my weight dropping like crazy and feeling very petite I had no appetite I made myself eat than I started googling this drugs and now I feel like I am going crazy. Now my doctor want see me until January of next year I have been to the ER and urgent care they run all kind of blood work and said everything looks good my heart is racing even when I'm resting, so ER say I have to let it run it's course until it's out my system. I will never take this drug ever again and it didn't make a difference in my A1C. I'm feeling real bad now but what can I do if there is anyone out there that can answer me or what can I do please let me know thanks",1.0,Sitagliptin
"I'm 75, weigh 138, 5'10",,Sitagliptin
A few months on Januvia it did help stabilize sugars and I lost a few pounds HOWEVER I developed severe debilitating joint pain that was unbearable. Going off of it immediately and the pain is gone. Horrible drug.,3.0,Sitagliptin
"This drug almost killed me. Was only in for 12 weeks before I experienced sudden severe weakness, severe dry mouth, dizziness, could barely walk, migraine headaches and severe upper left stomach pain. Thank god I had read possible side effects so I stopped immediately and felt better within days. Now I’m having my kidneys and pancreas checked for damage..",3.0,Sitagliptin
"This was a disaster. I had severe diarrhea. Within 3 days I lost 15 pounds. Unfortunately, this dehydrated my cranky old body badly enough that I nearly fell getting out of bed, and was unable to stand. I spent 7 days in a hospital. The next week I spent fighting two infections that I picked up in the hospital.",1.0,Sitagliptin
"While taking Januvia I suffered from severe incontinence with my bladder completely emptying while walking to the bathroom. I also had perineal itching and spontaneous boils.
Worked very well at lowering my blood sugar levels, but not willing to destroy my quality of life.",3.0,Sitagliptin
I have been on Januvia 100mg at bedtime. I always struggled with FBS in the mornings. So added Januvia to Metformin. My A1C has dropped from 6.8 to 5.9 in 6 months. I have had no side effects that I am aware of. I have been able to loose 35 pounds as well with walking 4 days a week.,10.0,Sitagliptin
I have been taking Sitagliptin combined with Metformin for about four years - slowly slowly my weight has dropped. I have had to make major changes to my diet to avoid being sick at about 4am every day. I am now starting to get significant pain in my joints and am probably going to come off the Sitagliptin for a month and see what happens. Overall Sitagliptin has been an excellent treatment for my reactive hyperglycemia.,7.0,Sitagliptin
"I have been using metformin twice a day for years but developed diarrhea. The doctor changed me to one metformin in the morning and one Januvia in the evening. The diarrhea was controlled, but I feel Januvia is way too expensive at $200. I will stop using it and ask the doctor for alternatives.",5.0,Sitagliptin
"Januvia had been part of my treatment routine since last year and seemed to be doing the job, along with Glyclacide (sp) and  Jardiance, until last weekend. After 3 days and 2 nights of extreme vomiting, I finally took an ambulance to the hospital. After a variety of tests, it was discovered that the Januvia brought about ketoacidosis. I have been advised that while this is not a usual side effect, it meant I could no longer take the medication.",1.0,Sitagliptin
"Jardiance:  I see ozempic is related to Jardiance.  Jardiance gives me diarrhea, UTI infections or bladder infections for which the doctor merely increases my prescription, Jardiance clogs my nose so I can hardly breathe, Jardiance gives me sensitive skin and sometimes causes a rash like condition, this is a terrible medication yet the doctor refuses to take me off it.  I take 25 mg of Jardiance once a day.  Combined with Jentadueto I have had no quality of life.",1.0,Sitagliptin
I know it says Januvia can cause weight gain but in the 3-4 months I’ve been on it it’s been getting rid of my appetite where I have none basically. I’ve lost over 20lbs on it so far and I take it with Jardiance and Metformin! Diabetic type 2 for 22 years,9.0,Sitagliptin
"After finding out by accident unfortunately that I was allergic to metformin my doctor prescribe Januvia and after 3 weeks of severe headaches my blood sugar average has gone down but I just have had the most severe headaches. I've also  gained weight to the tune of 10 lb in 3 weeks I had to do something because my last three A1C have been between 8 and 9.  Januvia has brought my blood sugar down. .. but I've been taking Levemir, NovoLog, and Victoza, 4/6 years. And I've only been taking Januvia for 3 weeks.",6.0,Sitagliptin
"This was the best medication for my 76 year old mother on a fixed social security income of $974 a month but because of her age and being on medicare this company offers no help which is part of the sad world we live in. Why would a company have a medicine that works, but people can't afford???",1.0,Sitagliptin
"I was prescribed sitaGLIPtin (Januvia) 50mg tab every morning and had my insulin reduced from 42 units in the morning and 26 units at night to 20 units and 12 units respectively. Metformin was taken out by the renal specialist.

After taking this medication for 2 weeks, I noticed my blood sugar reduced from 9.5 to 5.2 upon fasting. However, I started experiencing tightness of the lower limbs with swelling on the ankles and stomach which felt bloated.

Could this be the side effects of the drugs and should I continue taking them.",8.0,Sitagliptin
"I have not had any serious side effects (that I am aware of) but I have had 0 weight loss even though I am on a very strict diet of no bread, or sugar.  I also have not seen any decrease in my appetite, it may have increased it.  It seems to me it has also had minimal effect on my blood sugar.  I don't think I am a fan.",6.0,Sitagliptin
"Hi I was given stipagliptin medication and felt I had very heavy legs when walking, the pain was really bad  so I stopped taking them myself but sometime later the doctor put me back on them. I got a pimply red dot rash under the skin on my legs then it went into vasculitis of a rare kind but I had been on this drug for around twelve months but doctor's in the hospital swore it was the stipagliptin that caused it does anyone know how it could take that long to do this I'm baffled",,Sitagliptin
"The first problem was a complete blurring of my right eye, for about 20 minutes which was very frightening.
Next, I had severe pain in my right hand that extended to my shoulder.
I developed arthritis in my fingers so severe I had difficulty holding a cup and could not exert pressure with my hand.
I had back pain and am very congested with my nose constantly running.
I stopped taking this medication.",3.0,Sitagliptin
"The prescription was not really necessary as I had been informed that my HbA1c reading at my age was not a cause for concern. I took a dose of 25 mg daily. The side affects were dreadful - as follows: severe diarrhea for four days, which caused utter exhaustion and lack of sleep; complete loss of appetite, extreme lethargy, distortion of sense of taste, and it took almost three months for it to recover completely after I had ceased to take the tablet. There were also some minor effects which I took to be more side effects.",1.0,Sitagliptin
"Dreadful drug. Low dose of 2.5 mg daily caused complete loss of appetite, the most severe, debilitating diarrhea I have ever experienced, loss of energy, and several other adverse side effects. The only reason why I award 1 out 10 is because it is not possible to give 0 out of 10.",1.0,Sitagliptin
Since starting this medication I had joint pain in my arm which after 6 months escalated to severe pain which takes my breath away.  The pain radiates up my left arm goes across my chest and wraps around my back and shoots up into my neck.  This has reduced my glucose BUT it's not worth the joint pain and struggles to breathe.,3.0,Sitagliptin
"I have been on Januvia 50mg for a year with Metformin ever since after being diagnosed with Type 2 diabetes about 12 years ago.

I had no side effects from Januvia during much of that time.  It did lower my A1c significantly and reduced my hunger urges.  Several months ago I noticed an increase in diarrhea and more recently I have almost daily gas bloating and stomach aches that affect my sleep.  I cannot account for these symptoms from food as I gave up carbonated and diet drinks to no effect.

I have contacted my doctor to hopefully find an alternative medication such as Jardiance which may also benefit my congestive heart failure from a heart attack 4 years ago.",7.0,Sitagliptin
"When used with Metformin, I had stomach pain, diarrhea, vomiting, nausea. Without Metformin, I now have a constant backache, leg swelling, increased appetite. I was losing weight before now I am gaining it back while sticking to my diet. My dosage is 100mg, once daily and my blood sugar is still not under control.",3.0,Sitagliptin
I have been taking Januvia for 3 months and my A1C has dropped from 7.2 to 6.6.  I have also lost 12 pounds.,9.0,Sitagliptin
Januvia dramatically reduced A1C. No side effects. Lost 25lbs.,10.0,Sitagliptin
I got upper respiratory infection that did not get better until I got off of Januvia.,3.0,Sitagliptin
Doctor put me on this and I took it for over two months and my sugar went up by 200 points. Did not work for me.,1.0,Sitagliptin
I advise no one take this Junuvia for their diabetes  its a bad drug causes and  bad  side effects,,Sitagliptin
"Januvia  was the only medication I could take because of my kidneys, it also help me lose 50 lbs.",10.0,Sitagliptin
Best taken in the morning. Helps deal with hormone cycling.,10.0,Sitagliptin
"I take Januvia 100mg once daily with metformin and glyburide, and I it works.",6.0,Sitagliptin
"Well I was given a month sample of januvia just picked up my medication read the reviews and now I won't be taking them......

Scared to swallow",,Sitagliptin
Excellent! I wish they would have left me on it! ,10.0,Sitagliptin
I took 1/2 a pill for 10 days 5 pills total . Ended up in ER couldn't breathe horrible chest pain. Never again! Horrible drug,1.0,Sitagliptin
I am using this medication for the last 2 months advised by my health advisor. I am getting positive results.  My blood sugar level is now in the normal range.,8.0,Sitagliptin
"I usually don’t share reviews but felt this was warranted.  I took my first 2.5 mg shot on 9/4, felt fine until 9/7 when the terrible sulfur burps started followed by sour stomach and nausea.  Around 10 pm that night I began 5 days of severe vomiting and diarrhea which culminated yesterday at the ER getting fluids, CT scans, and IV nausea meds.  I will not be taking this shot again I have not thrown up anymore but the diarrhea will just not stop. I can’t eat or take any of my other medication properly.  Beware.  When something sounds too good to be true it usually it is.  I’m a past user of byetta, victoza, ozempic, trulicity, rybellsus, bydureon, all the pills, and and about every homeopathic treatment ever made.  I didn’t take this shot like a blind fool but I have never had a side effect as terrible as this case.    I’ll stick with my insulin. At least I can function like a normal human being!",1.0,Mounjaro
"I started with this medication for weight loss and since I am 58 and a diabetic, my insurance covered it.  It is a fantastic weight loss drug for me.  Starting at 5'6 242lbs. I've lost 23 pounds in 12 weeks. I don't remember when I was able to lose this much weight.  I've dieted my whole life and finally gave up and ballooned to 242lb.  You have to be careful about eating greasy food and to not over eat.  I did vomit a few times after eating greasy food.  Other than that, I'm so excited.  My first goal is to get to 180 and see what happens.  My feet no longer hurt when I stand all shift.",9.0,Mounjaro
"This is my 2nd time posting.  Was on Trulicity in the past & now Mounjaro 5mg, 7.5mg & bumped to 12.5.  Effects for me are minimal & not bad, at all.  Some days the acid reflux or constipation is bad, but it's not way off the charts & is manageable.  One thing I noticed, as my doctor progressed me up the ladder to higher doses of Mounjaro...the weight loss is amp'ing up.  Gradually starting to lose more per week than when on lower doses.  Also, on 5 mg & 7.5mg, I noticed on days 1-4, I wasn't hungry AT ALL & knew that I needed to eat; therefore, I thought of food as FUEL, not just tasty & I made better/healthier choices.  Now, on 12.5mg, I find days 1-5 or 6....I'm not hungry at all & still making better food choices, because I have to make myself eat.  The ",,Mounjaro
I was prescribed Mounjaro for weight loss. I took my first 2.5mg dose on Friday 9/16. Today is Sunday two days later and I have yet to feel anything different. I don’t feel full and there’s no lack of desire to eat. I feel the same as I always have. I wonder if I did the shot right. I don’t know maybe it takes a moment to kick in. I see people saying they lost weight in the first week I’m not sure how that’s possible if I don’t have appetite suppression. I guess time will tell.,2.0,Mounjaro
"I was on Mounjaro for 2 months. I had side effects of lower back pain, increased thirst and decreased urine output. I increased my fluid intake. Cut out all sugary drinks and foods. Barely could eat. I was on 5 mg. I woke 1/16/2023 vomiting black coffee like grounds. Go to the ER that afternoon and was admitted. After many labs scans I found out my liver was in shock. All liver enzymes were elevated. I am talking 1100 numbers elevated from what the normal is 40 ish. My liver was on the way to shutting down. My body was shutting down. GI BLEED as well. Do not take this medication. There is not enough information!!!",1.0,Mounjaro
"I completed 4 weeks on 2.5 mg with zero side effects, other than the intended appetite suppression and lost 10 pounds. HOWEVER after my second week at 5mg I'm not sure I can continue, I've had awful nausea, vomiting, sulfur burps, and diarrhea, to the point I had to go to the ER for IV fluids and potassium. Zofran, Phenegran, Tums and Pepto have zero effect. I can barely function, but hey, I'm down a total of 17lbs in 6 weeks, so at least I'll look skinny for my next trip to the ER.",6.0,Mounjaro
"Started on 2.5 mg 3 weeks ago. I’m 5’2” and starting weight was 175.4, my highest was 180. I decided to try medication  after my waist was 39 inches.
 After my 3rd injection, I am now 165 and lost 3 inches off my waist . This is with minimal exercise and mostly appetite suppression. Bacon and eggs that I have eaten faithfully as part of an attempt at the keto diet, I just can’t eat. Food is unappealing. I’ve struggled 2x this week to reach 1200 calories. That has never happened to me before. 
Side effects: indigestion, fatigue

Hoping this continues to work with minimal adverse events. I’ve been gaining /losing the same 3-5 pounds since my daughter’s birth 5 years ago. This makes sticking to a meal plan so much easier. My binge eating during “shark week “ had gotten out of control. I’d like to add my kettlebell training back, hoping I get some energy back.",8.0,Mounjaro
I have had A1C..11...after two months of using  Mounjaro it's  now 7 and I have been losing 2 or three pounds a week. A friend took picture of me and I actually saw the weight loss. I am 64 years old. I have had high blood sugar and pressure for over 10 years so it's more than just nice to be normal. Thank you Mounjaro medicine helped with both,10.0,Mounjaro
"Started taking 2.5 last Thursday. Day 1 no side effects, day 2 mild nausea, day 3 everything broke loose! Dizzy spells, clammy sweats, severe abdominal pains, and bloating. Ended up in ER and blood pressure was so high I was at stroke level! Readings were 220/123, 187/113, 197/116, 178/112! No issues before medication! Beware this medication is so new there is no telling show many other side effects it can have! I pray this mess gets out of my system soon!",1.0,Mounjaro
"Started 10/26. Weight 245, female. 2.5 1x, 5, 1x, 10mg, last 2 months. Current 214. Zero exercise unfortunately. I have read so many reviews and I am baffled at all these bad side effects, since mine were so minor (except constipation and tiredness day after injection). Learned early, no sugar, breads, or pasta/potato. I take no other meds, do a strict low carb and fast. I have a protein shake at noon, a meat and a LC veg for dinner (small portion always), then freeze a protein shake for two hours and it makes ice creamish. Delish! That’s all I eat daily. Hunger is now fully controllable! My A1C started at 6.7, BUT I was on low carb for 6 weeks prior to blood work so likely much higher in general. Last weeks blood test showed A1C at 5.0. My ALT SGPT (liver) was high last test, and normal range this time. What did go up was my top 4 CBC numbers. Overall, this is a game changer. So grateful. I truly believe eating right is the key when on this med. Hope this helps someone.",9.0,Mounjaro
"I am a Type-2 diabetic. I have been on Mounjaro for several months. It is controlling my blood sugar great, and I have lost some weight. My biggest problem with the Mounjaro is the fact that I cannot get it because of unavailability. I don't understand how people who want to lose weight take priority over people with a medical condition. The people with diabetes need this medication and are not able to get their prescriptions filled because the people who want to lose weight are hoarding this medication. I also want to lose weight, however, the control of my blood sugars is a priority to me. I cannot control my blood sugars without my medication. Something needs to be done so that diabetics can control the disease. Obesity is not a disease, but diabetes is. Mounjaro is a great medication for type-2 diabetics for controlling their blood sugar. Availability for diabetics should be a priority.",10.0,Mounjaro
I am a 6'2,,Mounjaro
